开始日期,结束日期,广告组合名称,货币,广告活动名称,广告组名称,零售商,投放,匹配类型,客户搜索词,展示量,点击量,点击率,每次点击成本,花费,七天总销售额,广告投入产出比总计,总广告投资回报率,七天总订单数,七天总销售量,七天的转化率,七天内单个商品广告销售量,七天内其他单个商品销售量,七天内广告单个产品销售额,七天内其他单个产品销售额
2025-05-07,2025/5/7,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,amazon basic extractor head attachment,1,1,1,0.37,0.37,23.39,1.58%,63.22,1,1,1,0,1,0,23.39
2025-05-01,2025/5/1,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,armorall extractor,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,automotive extractor,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/19,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,better extractor,7,3,0.428571429,0.39,1.17,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,bissell extractor head,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,carote extractor kit,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,carpet cleaning extractor for shop vac,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,clean freak shampoo machine extractor,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,clear extractor wet dry vacuum,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,convert ridge shop vac extractor pice,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,cosina extractor extension,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,craftsman extractor adaptor vacuum,6,1,0.166666667,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,craftsman vacuum extractor set,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,dedicated extractor head,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,detailing carpet extractor,1,1,1,0.38,0.38,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,dewalt water extractor,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,dirt devil steam cleaner extractor parts,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,drkerr extractor tool,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/29,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor,9100,197,0.021648352,0.378730964,74.61,713.18,10.46%,9.56,38,38,0.192893401,32,6,569.84,143.34
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor (optional but ideal for carpets/seats),1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor 1 1/4 attachment,2,1,0.5,0.37,0.37,18.88,1.96%,51.03,1,1,1,1,0,18.88,0
2025-05-02,2025/5/23,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor attachment,12,2,0.166666667,0.39,0.78,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor attachment 2 1/2,6,1,0.166666667,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor car,7,1,0.142857143,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor compatible for little green machine,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor connector rigid,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor device shop vac,1,1,1,0.38,0.38,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor for car,5,1,0.2,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor for ridgid vacuum,5,1,0.2,0.37,0.37,15.19,2.44%,41.05,1,1,1,1,0,15.19,0
2025-05-10,2025/5/10,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor gun,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/21,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor head,22,3,0.136363636,0.383333333,1.15,31.18,3.69%,27.11,2,2,0.666666667,1,1,15.19,15.99
2025-05-25,2025/5/25,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor head attachment,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor head shop va,3,1,0.333333333,0.39,0.39,15.19,2.57%,38.95,1,1,1,1,0,15.19,0
2025-05-01,2025/5/22,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor kit,451,24,0.053215078,0.385416667,9.25,212.74,4.35%,23,11,11,0.458333333,8,3,139.97,72.77
2025-05-28,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor kit for bissell,5,1,0.2,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor kit for shop vac,1,1,1,0.08,0.08,15.19,0.53%,189.88,1,1,1,1,0,15.19,0
2025-05-27,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor nozzle for 1 7/8,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor nozzle for vacuum,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/26,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor part,13,2,0.153846154,0.37,0.74,25.99,2.85%,35.12,1,1,0.5,0,1,0,25.99
2025-05-14,2025/5/14,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor parts,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor piece for vacuum,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/23,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor set,2,2,1,0.39,0.78,18.88,4.13%,24.21,1,1,0.5,1,0,18.88,0
2025-05-13,2025/5/13,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor set vacuum,3,1,0.333333333,0.37,0.37,25.99,1.42%,70.24,1,1,1,0,1,0,25.99
2025-05-05,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor tip,18,3,0.166666667,0.37,1.11,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor tip vacuum,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor tips for vacuum￼,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor tool,21,2,0.095238095,0.39,0.78,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor vacuum for shop bac,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor vacuum tips,2,1,0.5,0.37,0.37,18.88,1.96%,51.03,1,1,1,1,0,18.88,0
2025-05-15,2025/5/15,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor wand kit,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor water filter for vacuum,3,1,0.333333333,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,extractor wetvac,1,1,1,0.37,0.37,18.88,1.96%,51.03,1,1,1,1,0,18.88,0
2025-05-16,2025/5/16,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,folder extractor for car,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,happy tree extractor,6,3,0.5,0.143333333,0.43,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,happy tree extractor nozzle,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,"happy tree universal fit all shop vacs with 2-1/2"" and 1-7/8"" and 1-1/4"" adapters wet-dry extraction accessory for upholstery & carpet cleaning and auto detailing, shop vac extractor attachment",2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,head extractor,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,heated vacuum extractor,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,hose extractor,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,hyper tough vacuum extractor attachment,2,1,0.5,0.39,0.39,18.88,2.07%,48.41,1,1,1,1,0,18.88,0
2025-05-04,2025/5/4,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,interior extractor,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,kit extractor,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,little green machine attachment extractor,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,mytee pump cleaning extractor,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,parts for z extractor,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,rainbow vac upholstery extractor attachment,1,1,1,0.39,0.39,15.19,2.57%,38.95,1,1,1,1,0,15.19,0
2025-04-30,2025/4/30,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,replacement for hand extractor,1,1,1,0.29,0.29,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,ridgid 2-1/2” or 1-7/8” extractor nozzle,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/22,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,ridgid extractor kit,10,2,0.2,0.39,0.78,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,ridgid shop vac extractor,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,rigid extractor,2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,rigid extractor connecter,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,rigid extractor kit,3,1,0.333333333,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,rosy ocean universal extractor kit,3,1,0.333333333,0.31,0.31,15.19,2.04%,49,1,1,1,1,0,15.19,0
2025-05-28,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,ryobi extractor,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,shampoo extractor head,2,1,0.5,0.37,0.37,17.77,2.08%,48.03,1,1,1,1,0,17.77,0
2025-04-30,2025/4/30,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,shop vac 1/4 in extractor head,2,1,0.5,0.37,0.37,18.88,1.96%,51.03,1,1,1,1,0,18.88,0
2025-05-16,2025/5/16,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,shop vac car extractor attachment,4,1,0.25,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,shop vac extractor attachment small,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,shop vac extractor extension kit,2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,shop vac wet extractor attachment,3,2,0.666666667,0.39,0.78,34.07,2.29%,43.68,2,2,1,2,0,34.07,0
2025-05-15,2025/5/15,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,shop vacuum extractor kit,5,1,0.2,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,shot vac extractor,1,1,1,0.39,0.39,15.19,2.57%,38.95,1,1,1,1,0,15.19,0
2025-05-12,2025/5/12,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,the better extractor kit,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,universal extractor,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/18,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,universal extractor head,3,2,0.666666667,0.37,0.74,42.27,1.75%,57.12,2,2,1,1,1,18.88,23.39
2025-05-15,2025/5/15,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,universal extractor tool,1,1,1,0.37,0.37,25.99,1.42%,70.24,1,1,1,0,1,0,25.99
2025-04-30,2025/4/30,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,universal work shopvac extractor,2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,upholstery extractor with window,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,vacmaster extractor attachment,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,vacuum edge extractor￼,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/14,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,vacuum extractor,98,7,0.071428571,0.39,2.73,38.58,7.08%,14.13,2,2,0.285714286,1,1,15.19,23.39
2025-05-13,2025/5/13,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,vacuum extractor kit 2.5 inch,4,1,0.25,0.37,0.37,18.88,1.96%,51.03,1,1,1,1,0,18.88,0
2025-04-30,2025/4/30,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,vacuum extractor set,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,vacuum see-through extractor ￼￼,2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,vacuum water extractor nozzle,2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,vax extractor attachment,9,1,0.111111111,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/26,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,water extractor,208,11,0.052884615,0.386363636,4.25,34.07,12.47%,8.02,2,2,0.181818182,2,0,34.07,0
2025-05-10,2025/5/19,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,water extractor head,4,2,0.5,0.37,0.74,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,water extractor kit,1,1,1,0.35,0.35,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,water extractor nozzle,2,1,0.5,0.37,0.37,15.19,2.44%,41.05,1,1,1,1,0,15.19,0
2025-05-29,2025/5/29,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,water extractor tip,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,water extractor tip for ridgid 16 gallon vacuum,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,water extractor tips for vacuum,1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,wet drive vac extractor kit,5,1,0.2,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor,PHRASE,wet dry extractor,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,auto detailing,PHRASE,auto detailing universal extractor,2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,auto detailing,PHRASE,"happy tree universal fit all shop vacs with 2-1/2"" and 1-7/8"" and 1-1/4"" adapters wet-dry extraction accessory for upholstery & carpet cleaning and auto detailing, shop vac extractor attachment",1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,auto detailing,PHRASE,rug washer auto detailing,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,extractor vacuum car detailing,PHRASE,extractor vacuum car detailing attachment,10,4,0.4,0.39,1.56,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,1 1/4 to 1 7/8 vacuum adapter,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/26,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,1 7/8 to 1 1/2 vacuum adapter,4,2,0.5,0.37,0.74,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,1 7/8 to 1 1/2.vacuum adapter,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,1 7/8 to 1 1/4 vacuum adapter,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,"1 7/8"" vacuum adapter",2,1,0.5,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,"1-1/4"" threaded vacuum adapter",6,1,0.166666667,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,2 1/2 to 1 5/8 vacuum adapter,1,1,1,0.37,0.37,17.77,2.08%,48.03,1,1,1,1,0,17.77,0
2025-05-19,2025/5/19,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,"2-1/2"" to 1-1/4 vacuum adapter",1,1,1,0.37,0.37,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,2” shop vacuum adapter for cleaning cooling coil,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,coleman vacuum adapter,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-29,2025/5/29,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,ridge vacuum adapters,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,rigid vacuum adapter,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C phrase key words词组,Others,Amazon,vacuum adapter,PHRASE,rigid vacuum adapters,2,1,0.5,0.39,0.39,0,,0,0,0,0,0,0,0,0
